line_id,point_index,surface_x_mm,surface_y_mm,surface_z_mm,tcp_x_mm,tcp_y_mm,tcp_z_mm,normal_x,normal_y,normal_z,qx,qy,qz,qw,surface_angle_deg,cumulative_distance_mm,process_on
0,0,-40,58.0397634506,40,-41.0321243435,59.5559626079,39.2025920397,-0.5160621717355309,0.7580995786195059,-0.3987039801664072,0.49808913927941517,0.22924925135905638,0.1384529405388682,0.824731940292932,40.703053834855595,0,1
0,1,-38,59.4576025009,40,-39.0190595671,60.9693706235,39.1777623565,-0.5095297835307736,0.7558840612872975,-0.4111188217375897,0.4928338317335765,0.22705814988677686,0.13497439220180926,0.8290605070310291,40.89732283892811,2.45983099538,1
0,2,-36,60.7409505844,40,-36.9801941504,62.2707517467,39.1639809623,-0.49009707517919754,0.76490058116224,-0.41800951883714743,0.4934842873144343,0.21787266637922073,0.12921908374961652,0.8320499911744987,40.10185191353371,4.87866437993,1
0,3,-34,62.0391836166,40,-34.9314442406,63.5912950229,39.1494932044,-0.4657221202808643,0.7760557031078703,-0.4252533978169315,0.494754446544392,0.2063766913100572,0.12224218693329253,0.8352745336966952,39.09915546345986,7.3161673301,1
0,4,-32,63.2028036118,40,-32.88062172,64.785850312,39.1523747697,-0.44031086000663927,0.7915233501229583,-0.4238126151618689,0.5004997050048013,0.19389104597472367,0.11611876107591548,0.8357169023701321,37.67190032638132,9.68952858643,1
0,5,-30,64.2575864792,40,-30.8319093218,65.8614692927,39.142394729,-0.4159546608873956,0.8019414067534331,-0.42880263551006376,0.5022580366201947,0.18258024782378623,0.10941561428760024,0.8381106974052407,36.684104985991695,12.0034599345,1
0,6,-28,65.1844511032,40,-28.7714260045,66.8296643873,39.1644312299,-0.3857130022275358,0.8226066420456075,-0.41778438503020987,0.5128376818747615,0.16764641223186333,0.10288475295769182,0.8356476052283879,34.65341364224874,14.2801854009,1
0,7,-26,66.0847215652,40,-26.731358879,67.7535280779,39.1752582142,-0.3656794395086094,0.8344032563491923,-0.4123708929041103,0.5184865845556127,0.15807028558144762,0.09820058590529725,0.8345909725008482,33.44624779424926,16.5197199996,1
0,8,-24,66.8921689987,40,-24.6954845631,68.581723099,39.1865455362,-0.34774228155425113,0.8447770501398039,-0.40672723190921856,0.5237037006574174,0.1495687733556599,0.09398990746876673,0.8333843730528081,32.351943490517115,18.7176323334,1
0,9,-22,67.7234830856,40,-22.6321190535,69.4478350105,39.2081439894,-0.3160595267540169,0.8621759624118779,-0.39592800530800915,0.5327971602087448,0.13477085523024843,0.08641259147407516,0.8309614110707784,30.43821520354146,20.9555093547,1
0,10,-20,68.4407777786,40,-20.5850478613,70.191202429,39.2294595771,-0.29252393067321436,0.8752123251738907,-0.38527021147138274,0.5403921016001058,0.12385988370949498,0.08080611314861422,0.8283148422028334,28.92988579296029,23.1334785783,1
