line_id,point_index,surface_x_mm,surface_y_mm,surface_z_mm,tcp_x_mm,tcp_y_mm,tcp_z_mm,normal_x,normal_y,normal_z,qx,qy,qz,qw,surface_angle_deg,cumulative_distance_mm,process_on
0,0,39.710381270063884,-14.567942168201526,44.192359924316406,38.47705738155584,-15.040367044748798,45.694267685150834,-0.6166619442540241,-0.23621243827363575,0.7509538804172136,0.7397086353046095,0.5729817406029609,0.33781334041853134,0.10200591564544988,41.32692635586103,0.0,1
0,1,39.32769783769879,-15.491821700712812,43.589073181152344,38.1013967455301,-15.98162595563541,45.09116419810358,-0.6131505460843446,-0.2449021274612991,0.751045508475618,0.7395407445104732,0.5732383809958157,0.339132882339268,0.0972940588034604,41.318975605036805,1.1793316187024203,1
0,2,38.9450144053337,-16.415701233224098,42.96930122375488,37.72824082043168,-16.928599693447417,44.471432114384996,-0.608386792451012,-0.2564492301116599,0.7510654453150578,0.7393243541667431,0.5735261301749531,0.3408641913080041,0.09098835324595952,41.31724547915508,2.3709995506918142,1
0,3,38.56233097296861,-17.339580765735384,42.33871078491211,37.3577294406231,-17.881231047457746,43.8405596856278,-0.6023007661727542,-0.27082514086118076,0.7509244503578472,0.739065921811612,0.5737976894304085,0.3429838511321156,0.08306535188427934,41.329479795068465,3.5721594903240046,1
0,4,38.17964754060352,-18.263460298246674,41.69048500061035,36.98750782972428,-18.833708783285022,43.1916910407848,-0.5960698554396191,-0.28512424251917456,0.750603020087222,0.7388236013505982,0.5739696822402236,0.3450486153622933,0.07509955387985447,41.35735961979541,4.782658724806858,1
0,5,37.796964108238434,-19.18733983075796,41.028846740722656,36.61756124624727,-19.786022481284586,42.52904271894866,-0.5897014309955809,-0.29934132526331264,0.750097989113001,0.738597195943251,0.5740410932165636,0.34705830688025985,0.06709349498205398,41.40113327777178,6.000388026604332,1
0,6,37.41428067587334,-20.111219363269246,40.353315353393555,36.24788109375099,-20.738138775837495,41.8521429168477,-0.5831997910611761,-0.31345970628412406,0.7494137817270716,0.7383893746486485,0.5740104722646735,0.34900701562681197,0.059052622124088384,41.460376656193866,7.225697047050666,1
0,7,37.03159724350825,-21.035098895780532,39.6601505279541,35.8784559090032,-21.690053767280606,41.157247444975255,-0.576570667252525,-0.32747743575003757,0.7485484585105749,0.7382001069828866,0.5738770175793263,0.3508946517412487,0.050977584525949825,41.535203147844044,8.460807096758343,1
0,8,36.64891381114316,-21.958978428291818,38.95580291748047,35.509271221754126,-22.641729053924053,40.45081674739959,-0.5698212946945177,-0.3413753128161177,0.7475069149595617,0.7380317731908527,0.5736397469148619,0.3527154389465664,0.042876119798206665,41.625121785007664,9.702188389908969,1
0,9,36.266230378778076,-22.882857960803108,38.233747482299805,35.14031709206545,-23.593164597206613,39.72632369579281,-0.5629566433563119,-0.3551533182017529,0.7462881067465023,0.737884396408898,0.5732980646308931,0.35446936308403393,0.034747910175264296,41.730142839419365,10.953686262325146,1
