line_id,point_index,surface_x_mm,surface_y_mm,surface_z_mm,tcp_x_mm,tcp_y_mm,tcp_z_mm,normal_x,normal_y,normal_z,qx,qy,qz,qw,surface_angle_deg,cumulative_distance_mm,process_on
0,0,39.59797974644666,-26.2598846298224,39.13605499267578,38.43754369491634,-27.050407850051055,40.56029556525755,-0.580218025765159,-0.39526161011432837,0.7121202862908835,0.8413471585501893,0.3849611693988945,0.3739954278285034,-0.06377520535390599,44.5923094559843,0.0,1
0,1,38.890872965260115,-26.966991411008944,38.1676082611084,37.741735895067556,-27.771012118630804,39.59345351765783,-0.5745685350962799,-0.40201035381092953,0.712922628274714,0.8424613222738364,0.38304077408283344,0.3724850815765384,-0.06923546681840542,44.526791322122925,1.3921934316870561,1
0,2,38.18376618407356,-27.674098192195494,37.19757652282715,37.04985900729477,-28.4960465572243,38.6253914266841,-0.5669535883893949,-0.4109741825144024,0.7139074519284746,0.8439291014160709,0.3804436853823445,0.3703940748215774,-0.0765147265095446,44.44626770677257,2.785575208861272,1
0,3,37.476659402887016,-28.38120497338204,36.229814529418945,36.36203433084288,-29.22542827894055,37.659813815825224,-0.5573125360220684,-0.42211165277925483,0.7149996432031392,0.8457317146723254,0.3771441215224996,0.3676582777548034,-0.08560122193521653,44.356830079037294,4.177494963768801,1
0,4,36.76955262170047,-29.088311754568586,35.26205825805664,35.67451314862465,-29.954693128683672,36.693935301308706,-0.5475197365379095,-0.43319068705754366,0.7159385216260341,0.8474994916448668,0.373783189128015,0.3647811894199961,-0.09468591781419182,44.2798326992592,5.569412311126126,1
0,5,36.062445840513924,-29.795418535755132,34.291343688964844,34.98728278752642,-30.683822501118375,35.72478807359141,-0.5375815264937538,-0.4442019826816212,0.7167221923132855,0.8492289010413006,0.3703665343856374,0.3617634353643173,-0.10375991845006757,44.215482565070275,6.963385610710569,1
0,6,35.35533905932738,-30.502525316941682,33.323585510253906,34.300325008532916,-31.412794421884556,34.75828251980427,-0.527507025397232,-0.45513455247143647,0.717348504775182,0.8509160234955416,0.3669007677099162,0.3586071175522262,-0.11281260059626701,44.164000253873745,8.355306598729147,1
0,7,34.648232278140824,-31.20963209812823,32.3558235168457,33.61363131234243,-32.14159723077416,33.79145642016788,-0.5173004828991985,-0.4659825663229645,0.7178164516610914,0.8525580001189348,0.3633910872101134,0.35531303473543596,-0.12183768512471489,44.12550434224664,9.747231335764608,1
0,8,33.94112549695428,-31.916738879314778,31.386337280273438,32.92719601760019,-32.8702220586357,32.82258824638236,-0.5069647396770453,-0.4767415896604608,0.7181254830544608,0.8541523249327224,0.3598423923598433,0.35188171712586824,-0.13083010213754356,44.100067076426356,11.140354837762409,1
0,9,33.23401871576773,-32.623845660501324,30.417354583740234,32.240999193685326,-33.59864750796182,31.853903777798983,-0.4965097610412024,-0.48740092373024807,0.7182745970293736,0.8556954653938211,0.3562619387741814,0.34831659045062424,-0.13977930570068411,44.0877889060009,12.53312880221302,1
